Type Ligne,Identifiant de l'élément,Structure,Type de l'élément,Statut de l'élément,Nom base français,Nom base anglais,Nom attribut français,Nom attribut anglais,Nom frontière français,Nom frontière anglais,Code de la catégorie,Tags français,Tags anglais,Unité français,Unité anglais,Contributeur,Autres Contributeurs,Programme,Url du programme,Source,Localisation géographique,Date de création,Date de modification,Période de validité,Incertitude,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Total poste non décomposé
Elément,33900,élément non décomposé,Facteur d'émission,Archivé,Chips de pommes de terre,Potato crisps,standard,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules","Chips de pommes de terre,Agribalyse,fruits,légumes,légumineuses et oléagineux","Potato crisps,Agribalyse,,fruits,vegetables,legumes and oilseeds",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,2.24
Elément,40303,élément non décomposé,Facteur d'émission,Valide générique,Chips de pommes de terre,Potato crisps,standard,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules","Agribalyse,Chips de pommes de terre,pommes de terre et autres tubercules","Agribalyse,Potato crisps,pommes de terre et autres tubercules",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.54
Elément,40301,élément non décomposé,Facteur d'émission,Valide générique,Chips de pommes de terre et assimilés,Potato crisps and related,allégées en matière grasse,reduced fat,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules","Agribalyse,pommes de terre et autres tubercules,Chips de pommes de terre et assimilés","Agribalyse,pommes de terre et autres tubercules,Potato crisps and related",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.54
Elément,32825,élément non décomposé,Facteur d'émission,Archivé,Chocolat au lait,Milk Chocolate,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Lait,chocolat","Milk,chocolate",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Chocolat au lait,Milk chocolate,17.6
Elément,41353,élément non décomposé,Facteur d'émission,Valide générique,Chocolat au lait,Milk chocolate bar,tablette,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,chocolats et produits à base de chocolat,Chocolat au lait","Agribalyse,chocolats et produits à base de chocolat,Milk chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,12.7
Elément,41348,élément non décomposé,Facteur d'émission,Valide générique,Chocolat au lait aux céréales croustillantes,Milk chocolate bar,tablette,with puffed/popped cereals,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,chocolats et produits à base de chocolat,Chocolat au lait aux céréales croustillantes","Agribalyse,chocolats et produits à base de chocolat,Milk chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,12.7
Elément,41349,élément non décomposé,Facteur d'émission,Valide générique,Chocolat au lait aux fruits secs (noisettes,Milk chocolate bar,amandes,with dried fruits (nuts,"raisins, praline), tablette","almonds, raisins, praline)","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,chocolats et produits à base de chocolat,Chocolat au lait aux fruits secs (noisettes","Agribalyse,chocolats et produits à base de chocolat,Milk chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,12.7
Elément,41350,élément non décomposé,Facteur d'émission,Valide générique,Chocolat au lait fourré,Milk chocolate,,filled,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,chocolats et produits à base de chocolat,Chocolat au lait fourré","Agribalyse,chocolats et produits à base de chocolat,Milk chocolate",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,12.7
Elément,41351,élément non décomposé,Facteur d'émission,Valide générique,Chocolat au lait fourré au praliné,Milk chocolate bar,tablette,filled with praline,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,chocolats et produits à base de chocolat,Chocolat au lait fourré au praliné","Agribalyse,chocolats et produits à base de chocolat,Milk chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,12.7
Elément,41352,élément non décomposé,Facteur d'émission,Valide générique,Chocolat au lait sans sucres ajoutés,Milk chocolate bar,avec édulcorants,without sugar,tablette,with sweeteners,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,chocolats et produits à base de chocolat,Chocolat au lait sans sucres ajoutés","Agribalyse,chocolats et produits à base de chocolat,Milk chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,12.7
Elément,32827,élément non décomposé,Facteur d'émission,Archivé,Chocolat blanc,White chocolate bar,tablette,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,produits sucrés,Chocolat blanc","Agribalyse,,sweet products,White chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,19.3
Elément,41355,élément non décomposé,Facteur d'émission,Valide générique,Chocolat blanc,White chocolate bar,tablette,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,Chocolat blanc,chocolats et produits à base de chocolat","Agribalyse,White chocolate bar,chocolats et produits à base de chocolat",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,11.3
Elément,41354,élément non décomposé,Facteur d'émission,Valide générique,Chocolat blanc aux fruits secs (noisettes,White chocolate bar,amandes,with dried fruits (nuts,"raisins, praliné) , tablette","almonds, raisins, praline)","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,Chocolat blanc aux fruits secs (noisettes,chocolats et produits à base de chocolat","Agribalyse,White chocolate bar,chocolats et produits à base de chocolat",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,11.3
Elément,32829,élément non décomposé,Facteur d'émission,Archivé,Chocolat blanc aux fruits secs (noisettes,White chocolate bar,"amandes, raisins, praliné) , tablette","with dried fruits (nuts, almonds, raisins, praline)",,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,produits sucrés,Chocolat blanc aux fruits secs (noisettes","Agribalyse,,sweet products,White chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,17.8
Elément,41356,élément non décomposé,Facteur d'émission,Valide générique,Chocolat noir à 40% de cacao minimum,Dark chocolate bar,à pâtisser,more than 40% cocoa,tablette,for cooking,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,chocolats et produits à base de chocolat,Chocolat noir à 40% de cacao minimum","Agribalyse,Dark chocolate bar,chocolats et produits à base de chocolat",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,17.1
Elément,32841,élément non décomposé,Facteur d'émission,Archivé,Chocolat noir à 40% de cacao minimum,Dark chocolate bar,"à pâtisser, tablette","more than 40% cocoa, for cooking",,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,produits sucrés,Chocolat noir à 4% de cacao minimum","Agribalyse,,sweet products,Dark chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Chocolat noir,Dark chocolate,18.6
Elément,41357,élément non décomposé,Facteur d'émission,Valide générique,Chocolat noir à 70% cacao minimum,Dark chocolate bar,extra,more than 70% cocoa,"dégustation, tablette",,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,chocolats et produits à base de chocolat,Chocolat noir à 70% cacao minimum","Agribalyse,Dark chocolate bar,chocolats et produits à base de chocolat",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,17.1
Elément,32839,élément non décomposé,Facteur d'émission,Archivé,Chocolat noir à 70% cacao minimum,Dark chocolate bar,"extra, dégustation, tablette",more than 70% cocoa,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,produits sucrés,Chocolat noir à 7% cacao minimum","Agribalyse,,sweet products,Dark chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Chocolat noir,Dark chocolate,18.6
Elément,41358,élément non décomposé,Facteur d'émission,Valide générique,Chocolat noir à moins de 70% de cacao,Dark chocolate bar,à croquer,less than 70% cocoa,tablette,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,chocolats et produits à base de chocolat,Chocolat noir à moins de 70% de cacao","Agribalyse,Dark chocolate bar,chocolats et produits à base de chocolat",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,17.1
Elément,32826,élément non décomposé,Facteur d'émission,Archivé,Chocolat noir à moins de 70% de cacao,Dark chocolate bar,"à croquer, tablette",less than 70% cocoa,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,produits sucrés,Chocolat noir à moins de 7% de cacao","Agribalyse,,sweet products,Dark chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Chocolat noir,Dark chocolate,18.6
Elément,41359,élément non décomposé,Facteur d'émission,Valide générique,Chocolat noir aux fruits (orange,Dark chocolate bar,framboise,with fruits (orange,"poire), tablette","raspberries, pear)","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,Chocolat noir aux fruits (orange,chocolats et produits à base de chocolat","Agribalyse,Dark chocolate bar,chocolats et produits à base de chocolat",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,4.36
Elément,32834,élément non décomposé,Facteur d'émission,Archivé,Chocolat noir aux fruits (orange,Dark chocolate bar,"framboise, poire), tablette","with fruits (orange, raspberries, pear)",,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,produits sucrés,Chocolat noir aux fruits (orange","Agribalyse,,sweet products,Dark chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,4.73
Elément,41360,élément non décomposé,Facteur d'émission,Valide générique,Chocolat noir aux fruits secs (noisettes,Dark chocolate bar,amandes,with dried fruits (nuts,"raisins, praline), tablette","almonds, raisin, praline)","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,Chocolat noir aux fruits secs (noisettes,chocolats et produits à base de chocolat","Agribalyse,Dark chocolate bar,chocolats et produits à base de chocolat",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.3,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,17.1
Elément,32835,élément non décomposé,Facteur d'émission,Archivé,Chocolat noir aux fruits secs (noisettes,Dark chocolate bar,"amandes, raisins, praline), tablette","with dried fruits (nuts, almonds, raisin, praline)",,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,produits sucrés,Chocolat noir aux fruits secs (noisettes","Agribalyse,,sweet products,Dark chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Chocolat noir,Dark chocolate,18.6
Elément,32837,élément non décomposé,Facteur d'émission,Archivé,Chocolat noir fourrage confiseur à la menthe,Dark chocolate,,filled with mint confectionery,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,produits sucrés,Chocolat noir fourrage confiseur à la menthe","Agribalyse,,sweet products,Dark chocolate",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Chocolat noir,Dark chocolate,18.6
Elément,41361,élément non décomposé,Facteur d'émission,Valide générique,Chocolat noir fourrage confiseur à la menthe,Dark chocolate,,filled with mint confectionery,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,Chocolat noir fourrage confiseur à la menthe,chocolats et produits à base de chocolat","Agribalyse,Dark chocolate,chocolats et produits à base de chocolat",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.3,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,17.1
Elément,32840,élément non décomposé,Facteur d'émission,Archivé,Chocolat noir fourré praliné,Dark chocolate bar,tablette,filled with praline,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,produits sucrés,Chocolat noir fourré praliné","Agribalyse,,sweet products,Dark chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,chocolat noir,dark chocolate,18.6
Elément,41362,élément non décomposé,Facteur d'émission,Valide générique,Chocolat noir fourré praliné,Dark chocolate bar,tablette,filled with praline,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,Chocolat noir fourré praliné,chocolats et produits à base de chocolat","Agribalyse,Dark chocolate bar,chocolats et produits à base de chocolat",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.3,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,17.1
Elément,41363,élément non décomposé,Facteur d'émission,Valide générique,Chocolat noir sans sucres ajoutés,Dark chocolate bar,avec édulcorants,without sugar and with artificial sweeteners,en tablette,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,Chocolat noir sans sucres ajoutés,chocolats et produits à base de chocolat","Agribalyse,Dark chocolate bar,chocolats et produits à base de chocolat",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.3,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,17.1
Elément,32830,élément non décomposé,Facteur d'émission,Archivé,Chocolat noir sans sucres ajoutés,Dark chocolate bar,"avec édulcorants, en tablette",without sugar and with artificial sweeteners,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,produits sucrés,Chocolat noir sans sucres ajoutés","Agribalyse,,sweet products,Dark chocolate bar",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Chocolat noir,Dark chocolate,18.6
Elément,32737,élément non décomposé,Facteur d'émission,Archivé,Chorizo,Spicy Pork Sausage With Red Pepper,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries",Chorizo,"Pork,Sausage,pepper,Spicy",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Chorizo,chorizo,5.46
Elément,41531,élément non décomposé,Facteur d'émission,Valide générique,Chorizo,Spicy pork sausage with red pepper,,no precision,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,Chorizo,charcuteries","Agribalyse,charcuteries,Spicy pork sausage with red pepper",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Four,6.17
Elément,41532,élément non décomposé,Facteur d'émission,Valide générique,Chorizo supérieur,Spicy pork sausage with red pepper,doux ou fort,in large slices,type charcuterie en tranches,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,Chorizo supérieur,charcuteries","Agribalyse,charcuteries,Spicy pork sausage with red pepper",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Four,6.17
Elément,41533,élément non décomposé,Facteur d'émission,Valide générique,Chorizo supérieur,Dry spicy pork sausage with red pepper,doux ou fort,,type saucisse sèche,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,Chorizo supérieur,charcuteries","Agribalyse,Dry spicy pork sausage with red pepper,charcuteries",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,6.08
Elément,32738,élément non décomposé,Facteur d'émission,Archivé,Chorizo supérieur,Dry spicy pork sausage with red pepper,"doux ou fort, type saucisse sèche",,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Chorizo supérieur,Agribalyse,oeufs,viandes,poissons,autres spécialités charcutières","other charcuterie specialties,Dry spicy pork sausage with red pepper,Agribalyse,Meat,Fish,eggs",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,5.4
Elément,41070,élément non décomposé,Facteur d'émission,Valide générique,Chou à la crème (chantilly ou pâtissière),Pastry cream puff,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Gâteaux et pâtisseries","Agribalyse,gâteaux et pâtisseries,Chou à la crème (chantilly ou pâtissière)","Agribalyse,gâteaux et pâtisseries,Pastry cream puff",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation,2.44
Elément,33147,élément non décomposé,Facteur d'émission,Archivé,Chou à la crème,Pastry Cream Puff,chantilly ou pâtissière,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Gâteaux et pâtisseries","crème,Chou","cream,Pastry,puff",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Chou à la crème (chantilly ou patissière),Cream puff (whipped cream or pastry),3.64
