Type Ligne,Identifiant de l'élément,Structure,Type de l'élément,Statut de l'élément,Nom base français,Nom base anglais,Nom base espagnol,Nom attribut français,Nom attribut anglais,Nom attribut espagnol,Nom frontière français,Nom frontière anglais,Code de la catégorie,Tags français,Tags anglais,Tags espagnol,Unité français,Unité anglais,Contributeur,Autres Contributeurs,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Sous-localisation géographique anglais,Sous-localisation géographique espagnol,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Type poste,Nom poste français,Nom poste anglais,Nom poste espagnol,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Valeur gaz supplémentaire 3,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
Elément,42091,élément non décomposé,Facteur d'émission,Valide générique,Dinde,Turkey,,conventionnel,conventional,,à la ferme/FR U,at farm gate/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Volailles > Autres volailles,"Agribalyse,Dinde","Agribalyse,Turkey",,kgCO2e/kg de poids vif,kgCO2e/kg (live weight),,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,4.08,,,,,,,,,,,,,,
Elément,42092,élément non décomposé,Facteur d'émission,Valide générique,Dinde,Turkey,,Label Rouge,Label Rouge,,à la ferme/FR U,at farm gate/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Volailles > Autres volailles,"Agribalyse,Dinde","Agribalyse,Turkey",,kgCO2e/kg de poids vif,kgCO2e/kg (live weight),,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,5.67,,,,,,,,,,,,,,
Elément,42093,élément non décomposé,Facteur d'émission,Valide générique,Dinde,Turkey,,moyenne nationale,national average,,à la ferme/FR U,at farm gate/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Volailles > Autres volailles,"Agribalyse,Dinde","Agribalyse,Turkey",,kgCO2e/kg de poids vif,kgCO2e/kg (live weight),,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,4.12,,,,,,,,,,,,,,
Elément,28346,élément non décomposé,Facteur d'émission,Archivé,Dinde,Turkey,,"système conventionnel, plaine, maïs ensilage 10 à 30%","conventional system, plain, silage corn 10 to 30%",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Volailles > Autres volailles,"Volaille,Agribalyse,Dinde,Agriculture","Agribalyse,Turkey,Agricultural,Avian",,kgCO2e/kg de poids vif,kgCO2e/kg (live weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,2.91,,,,,,,,,,,,,,
Elément,28347,élément non décomposé,Facteur d'émission,Archivé,Dinde,Turkey,,"système conventionnel, plaine, maïs ensilage 5 à 10%","conventional system, plain, silage corn 5 to 10%",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Volailles > Autres volailles,"Volaille,Agribalyse,Dinde,Agriculture","Agribalyse,Turkey,Agricultural,Avian",,kgCO2e/kg de poids vif,kgCO2e/kg (live weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,4.09,,,,,,,,,,,,,,
Elément,28348,élément non décomposé,Facteur d'émission,Archivé,Dinde,Turkey,,"système conventionnel, plaine, maïs ensilage olus de 30 %","conventional system, plain, corn silage over 30%",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Volailles > Autres volailles,"Volaille,Agribalyse,Dinde,Agriculture","Agribalyse,Turkey,Agricultural,Avian",,kgCO2e/kg de poids vif,kgCO2e/kg (live weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,2.95,,,,,,,,,,,,,,
Elément,34810,élément non décomposé,Facteur d'émission,Valide spécifique,Dipladenia conventionnel,Conventional dipladenia,,Plant horticole,Horticultural plant,,,,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Autres produits végétaux,"Horticulture,ornemental,plant",,,kgCO2e/plant,,RATP,,,,,France continentale,,,,2021-06-23,2021-12-15,2024,30.0,,,,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,1.19,,,,,,,,,,,,,,
Elément,34818,élément non décomposé,Facteur d'émission,Valide spécifique,Dipladenia serre bioclimatique,Dipladenia bioclimatic greenhouse,,Plant horticole,Horticultural plant,,,,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Autres produits végétaux,"Horticulture,ornemental,plant",,,kgCO2e/plant,,RATP,,,,,France continentale,,,,2021-06-23,2021-12-15,2024,30.0,,,,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,0.69,,,,,,,,,,,,,,
Elément,28787,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory,,de saison,of the season,,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Chicory,Agricultural,vegetables",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.539,,,,,,,,,,,,,,
Elément,28788,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory,,de saison,of the season,,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Chicory,Agricultural,vegetables",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.104,,,,,,,,,,,,,,
Elément,28789,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory,,de saison,of the season,,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Chicory,Agricultural,vegetables",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.366,,,,,,,,,,,,,,
Elément,42340,élément non décomposé,Facteur d'émission,Valide générique,Endive,Chicory witloof,,la saison,season,,la porte biologique à la ferme/FR U,organic at farm gate/FR U,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Endive","Agribalyse,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.627,,,,,,,,,,,,,,
Elément,42098,élément non décomposé,Facteur d'émission,Valide générique,Endive,Chicory witloof,,mix conventionnel et biologique,national average,,"moyenne nationale, à la ferme FR U",at farm gate/FR U,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Endive","Agribalyse,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.387,,,,,,,,,,,,,,
Elément,28507,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory witloof,,"pâturage , biologique, système n ° 1","pasture, organic, system n ° 1",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Agricultural,vegetables,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.355,,,,,,,,,,,,,,
Elément,28514,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory witloof,,"pâturage d'été et pâturage ferme, biologique, système n ° 1","summer pasture and farm pasture, organic, system n ° 1",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Agricultural,vegetables,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.202,,,,,,,,,,,,,,
Elément,28508,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory witloof,,"prairie permanente, biologique, système n ° 1","permanent, organic grassland, system n ° 1",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Agricultural,vegetables,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.0744,,,,,,,,,,,,,,
Elément,28503,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory witloof,,"prairie permanente, biologique, système n ° 2","permanent grassland, organic, system n ° 2",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Agricultural,vegetables,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.336,,,,,,,,,,,,,,
Elément,28509,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory witloof,,"prairie permanente, biologique, système n ° 2","permanent grassland, organic, system n ° 2",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Agricultural,vegetables,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.229,,,,,,,,,,,,,,
Elément,28504,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory witloof,,"prairie permanente, biologique, système n ° 3","permanent grassland, organic, system n ° 3",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Agricultural,vegetables,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.348,,,,,,,,,,,,,,
Elément,28510,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory witloof,,"prairie permanente, biologique, système n ° 3","permanent grassland, organic, system n ° 3",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Agricultural,vegetables,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.339,,,,,,,,,,,,,,
Elément,28505,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory witloof,,"prairie permanente, biologique, système n ° 4","permanent pasture, organic, system n ° 4",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Agricultural,vegetables,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.104,,,,,,,,,,,,,,
Elément,28511,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory witloof,,"prairie permanente, biologique, système n ° 4","permanent pasture, organic, system n ° 4",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Agricultural,vegetables,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.312,,,,,,,,,,,,,,
Elément,28506,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory witloof,,"prairie permanente, biologique, système n ° 5","permanent grassland, organic, system n ° 5",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Agricultural,vegetables,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.205,,,,,,,,,,,,,,
Elément,28512,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory witloof,,"prairie permanente, biologique, système n ° 5","permanent grassland, organic, system n ° 5",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Agricultural,vegetables,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.0785,,,,,,,,,,,,,,
Elément,28513,élément non décomposé,Facteur d'émission,Archivé,Endive,Chicory witloof,,"prairie permanente, biologique, système n ° 6","permanent, organic grassland, system n ° 6",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Endive,Agriculture","Agribalyse,Agricultural,vegetables,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.081,,,,,,,,,,,,,,
Elément,42341,élément non décomposé,Facteur d'émission,Valide générique,Endive,Chicory witloof,,saison,season,,"biologique, de stockage et de forçage, à la ferme/FR U","organic, storage and forcing, at farm gate/FR U","Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Endive","Agribalyse,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.393,,,,,,,,,,,,,,
Elément,42342,élément non décomposé,Facteur d'émission,Valide générique,Endive,Chicory witloof,,saison,season,,"biologique, la production de racines, à la ferme/FR U","organic, root production, at farm gate/FR U","Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Endive","Agribalyse,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.14,,,,,,,,,,,,,,
Elément,42094,élément non décomposé,Facteur d'émission,Valide générique,Endive conventionnelle,Chicory witloof,,moyenne nationale,conventional,,à la ferme/FR U,national average at farm gate/FR U,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Endive conventionnelle","Agribalyse,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.383,,,,,,,,,,,,,,
Elément,42095,élément non décomposé,Facteur d'émission,Valide générique,Endive conventionnelle,Chicory witloof,,précoce,early,,à la ferme/FR U,conventional at farm gate/FR U,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Endive conventionnelle","Agribalyse,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.395,,,,,,,,,,,,,,
Elément,42096,élément non décomposé,Facteur d'émission,Valide générique,Endive conventionnelle,Chicory witloof,,saison,season,,à la ferme/FR U,conventional at farm gate/FR U,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Endive conventionnelle","Agribalyse,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.35,,,,,,,,,,,,,,
Elément,42097,élément non décomposé,Facteur d'émission,Valide générique,Endive conventionnelle,Chicory witloof,,tardive,late,,à la ferme/FR U,conventional at farm gate/FR U,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Endive conventionnelle","Agribalyse,Chicory witloof",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.411,,,,,,,,,,,,,,
Elément,28484,élément non décomposé,Facteur d'émission,Archivé,Ensilage d'herbe,Grass silage,,"de l'association de cultures, biologique, système n ° 4","of the association of cultures, organic, system n ° 4",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Agriculture,fourrage,Ensilage d'herbe","Agribalyse,Grass silage,Agricultural,Roughage",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.199,,,,,,,,,,,,,,
Elément,28485,élément non décomposé,Facteur d'émission,Archivé,Ensilage d'herbe,Grass silage,,"de l'association de cultures, biologique, système n ° 5","of the association of cultures, organic, system n ° 5",,Au dispositif d'alimentation,At feeder,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Agriculture,fourrage,Ensilage d'herbe","Agribalyse,Grass silage,Agricultural,Roughage",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.26,,,,,,,,,,,,,,
Elément,28486,élément non décomposé,Facteur d'émission,Archivé,Ensilage d'herbe,Grass silage,,"de l'association de cultures, biologique, système n ° 6","of the association of cultures, organic, system n ° 6",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Agriculture,fourrage,Ensilage d'herbe","Agribalyse,Grass silage,Agricultural,Roughage",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.192,,,,,,,,,,,,,,
Elément,28487,élément non décomposé,Facteur d'émission,Archivé,Ensilage d'herbe,Grass silage,,"de l'association de cultures, biologique, système n ° 7","of the association of cultures, organic, system n ° 7",,Au dispositif d'alimentation,At feeder,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Agriculture,fourrage,Ensilage d'herbe","Agribalyse,Grass silage,Agricultural,Roughage",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.286,,,,,,,,,,,,,,
Elément,42345,élément non décomposé,Facteur d'émission,Valide générique,Ensillage d'herde,Grass silage,,prairie temporaire,temporary meadow,,"biologique, système numéro 1, à la ferme/FR U","organic, system number 1, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fourrage,"Agribalyse,Ensillage d'herde","Agribalyse,Grass silage",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.302,,,,,,,,,,,,,,
Elément,42346,élément non décomposé,Facteur d'émission,Valide générique,Ensillage d'herde,Grass silage,,prairie temporaire,temporary meadow,,"biologique, système numéro 2, à la ferme/FR U","organic, system number 2, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fourrage,"Agribalyse,Ensillage d'herde","Agribalyse,Grass silage",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.324,,,,,,,,,,,,,,
Elément,42347,élément non décomposé,Facteur d'émission,Valide générique,Ensillage d'herde,Grass silage,,prairie temporaire,temporary meadow,,"biologique, système numéro 3, à la ferme/FR U","organic, system number 3, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fourrage,"Agribalyse,Ensillage d'herde","Agribalyse,Grass silage",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.406,,,,,,,,,,,,,,
Elément,42348,élément non décomposé,Facteur d'émission,Valide générique,Ensillage d'herde,Grass silage,,prairie temporaire,temporary meadow,,"biologique, système numéro 4, à la ferme/FR U","organic, system number 4, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fourrage,"Agribalyse,Ensillage d'herde","Agribalyse,Grass silage",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.288,,,,,,,,,,,,,,
Elément,42349,élément non décomposé,Facteur d'émission,Valide générique,Ensillage d'herde,Grass silage,,prairie temporaire,temporary meadow,,"biologique, système numéro 5, à la ferme/FR U","organic, system number 5, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fourrage,"Agribalyse,Ensillage d'herde","Agribalyse,Grass silage",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.261,,,,,,,,,,,,,,
Elément,42343,élément non décomposé,Facteur d'émission,Valide générique,Ensillage de maïs,Silage maize,,biologique,organic,,"moyenne nationale Suisse, au distributeur/FR U","Switzerland national average, at feeder/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fourrage,"Agribalyse,Ensillage de maïs","Agribalyse,Silage maize",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.184,,,,,,,,,,,,,,
Elément,42344,élément non décomposé,Facteur d'émission,Valide générique,Ensillage de maïs,Silage maize,,biologique,organic,,stocké et transporté/FR U,stored and transported/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fourrage,"Agribalyse,Ensillage de maïs","Agribalyse,Silage maize",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.168,,,,,,,,,,,,,,
Elément,42350,élément non décomposé,Facteur d'émission,Valide générique,Epautre,Spelt,,biologique,organic,,à la ferme/FR U,at farm gate/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fourrage,"Agribalyse,Epautre","Agribalyse,Spelt",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.975,,,,,,,,,,,,,,
